1, 0, -172, 465, 0, 0
1, 0, -343, -134, 0, 358972.0
2, 0, -368, 63, 0, 38834.0
3, 0, -361, 29, 0, 1163.0
4, 0, 481, 422, 0, 155291.0
5, 0, 239, 455, 0, 1331.0
6, 0, 45, 334, 0, 14835.0
7, 0, -313, -475, 0, 654839.0
8, 0, 445, -180, 0, 87783.0
9, 0, 492, 116, 0, 87663.0
10, 0, 87, 420, 0, 92821.0
11, 0, 16, -478, 0, 806475.0
12, 0, 85, -368, 0, 12169.0
13, 0, 64, 495, 0, 744790.0
14, 0, 329, 238, 0, 66314.0
15, 0, -201, 68, 0, 29430.0
16, 0, 376, -327, 0, 156602.0
17, 0, -461, -339, 0, 981.0
18, 0, -236, 345, 0, 468081.0
19, 0, -497, -427, 0, 596245.0
20, 0, -248, -80, 0, 120658.0
21, 0, 202, -37, 0, 2299.0
22, 0, 151, 500, 0, 288420.0
23, 0, 230, -385, 0, 783304.0
24, 0, -221, 298, 0, 466940.0
25, 0, 175, -149, 0, 200205.0
26, 0, -481, 445, 0, 353492.0
27, 0, -466, -90, 0, 286240.0
28, 0, -439, 236, 0, 106303.0
29, 0, 284, 326, 0, 8823.0
30, 0, 474, -268, 0, 353026.0
31, 0, -438, -322, 0, 3828.0
32, 0, -473, 177, 0, 249036.0
33, 0, -491, -359, 0, 287314.0
34, 0, -474, 31, 0, 152117.0
35, 0, 296, 357, 0, 107046.0
36, 0, 82, -329, 0, 470810.0
37, 0, 305, 225, 0, 307139.0
38, 0, 375, 90, 0, 18295.0
39, 0, -455, 164, 0, 6306.0
40, 0, 199, -380, 0, 296590.0
41, 0, 471, -411, 0, 1233.0
42, 0, -477, 314, 0, 526573.0
43, 0, 485, 494, 0, 33362.0
44, 0, -71, -308, 0, 643760.0
45, 0, -326, -42, 0, 71011.0
46, 0, -489, 331, 0, 139292.0
47, 0, 244, 120, 0, 45254.0
48, 0, 312, -494, 0, 377064.0
49, 0, -345, 16, 0, 260757.0
50, 0, 153, -126, 0, 20662.0
51, 0, -348, -51, 0, 6126.0
52, 0, -471, 482, 0, 284212.0
53, 0, 135, -477, 0, 920287.0
54, 0, -269, -331, 0, 21720.0
55, 0, 454, 87, 0, 175447.0
56, 0, 207, -396, 0, 233536.0
57, 0, -461, 364, 0, 578268.0
58, 0, 166, 143, 0, 49468.0
59, 0, -256, 12, 0, 17583.0
60, 0, -82, 156, 0, 20910.0
61, 0, -337, -33, 0, 35976.0
62, 0, 338, 363, 0, 157491.0
63, 0, 333, 325, 0, 1449.0
64, 0, -188, 499, 0, 30797.0
65, 0, 100, -366, 0, 748513.0
66, 0, 10, -51, 0, 99315.0
67, 0, 248, -15, 0, 1534.0
68, 0, -292, -147, 0, 17964.0
69, 0, -463, 421, 0, 322795.0
70, 0, 426, 103, 0, 102013.0
71, 0, 68, 102, 0, 359.0
72, 0, -500, -163, 0, 70793.0
73, 0, 380, -386, 0, 50609.0
74, 0, 98, -386, 0, 282.0
75, 0, -243, 404, 0, 624441.0
76, 0, -237, -319, 0, 522735.0
77, 0, -171, 58, 0, 142195.0
78, 0, -141, -110, 0, 28254.0
79, 0, -465, 5, 0, 13549.0
80, 0, -407, -261, 0, 70814.0
81, 0, -92, -99, 0, 26559.0
82, 0, 484, -18, 0, 7137.0
83, 0, -255, 208, 0, 51815.0
84, 0, -233, 2, 0, 42458.0
85, 0, 133, 377, 0, 140991.0
86, 0, 9, 417, 0, 1724.0
87, 0, -170, 292, 0, 15804.0
88, 0, 185, -498, 0, 624455.0
89, 0, 398, 460, 0, 917977.0
90, 0, 336, 234, 0, 51138.0
91, 0, 204, -42, 0, 76308.0
92, 0, -174, -198, 0, 24714.0
